source,target,weight,graph
uogto_extensions_mean-field-games,uogto_extensions_privacy-disclosure,0.1724,source_similarity
uogto_extensions_mean-field-games,uogto_extensions_security-games,0.1724,source_similarity
uogto_extensions_mean-field-games,uogto_extensions_trust-reputation-provenance,0.1379,source_similarity
uogto_extensions_mean-field-games,uogto_extensions_verification-games,0.1515,source_similarity
uogto_extensions_mechanism-design,uogto_extensions_network-games,0.1333,source_similarity
uogto_extensions_mechanism-design,uogto_extensions_privacy-disclosure,0.1667,source_similarity
uogto_extensions_mechanism-design,uogto_extensions_trust-reputation-provenance,0.1333,source_similarity
uogto_extensions_network-games,uogto_extensions_petri-net-devs-hla,0.1212,source_similarity
uogto_extensions_network-games,uogto_extensions_privacy-disclosure,0.129,source_similarity
uogto_extensions_network-games,uogto_extensions_security-games,0.1667,source_similarity
uogto_extensions_network-games,uogto_extensions_trust-reputation-provenance,0.1333,source_similarity
uogto_extensions_network-games,uogto_extensions_verification-games,0.1471,source_similarity
uogto_extensions_petri-net-devs-hla,uogto_extensions_security-games,0.1515,source_similarity
uogto_extensions_petri-net-devs-hla,uogto_extensions_verification-games,0.1351,source_similarity
uogto_extensions_privacy-disclosure,uogto_extensions_trust-reputation-provenance,0.1667,source_similarity
uogto_extensions_security-games,uogto_extensions_trust-reputation-provenance,0.129,source_similarity
uogto_extensions_security-games,uogto_extensions_verification-games,0.1765,source_similarity
